date,item_id,item_name,ip_name,category,release_type,price,listing_count,sold_count,sns_mentions,trends_score,event_flag,event_type,days_to_distribution_end
2025-01-13,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,746,14,1,4,11,0,none,67
2025-01-14,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,754,13,1,5,6,0,none,66
2025-01-15,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,737,15,1,5,8,0,none,65
2025-01-16,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,745,16,1,6,6,0,none,64
2025-01-17,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,736,13,1,7,7,0,none,63
2025-01-18,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,749,13,1,5,12,0,none,62
2025-01-19,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,769,13,1,8,15,0,none,61
2025-01-20,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,762,15,1,8,9,0,none,60
2025-01-21,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,748,14,1,7,17,0,none,59
2025-01-22,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,749,15,1,7,20,0,none,58
2025-01-23,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,771,14,1,11,20,0,none,57
2025-01-24,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,782,12,1,12,13,0,none,56
2025-01-25,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,761,14,2,8,19,0,none,55
2025-01-26,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,783,14,1,8,18,0,none,54
2025-01-27,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,773,16,1,10,21,1,announcement,53
2025-01-28,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,761,14,1,9,23,0,none,52
2025-01-29,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,773,15,1,9,17,0,none,51
2025-01-30,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,793,15,1,12,16,0,none,50
2025-01-31,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,780,14,1,10,12,0,none,49
2025-02-01,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,796,16,1,10,15,0,none,48
2025-02-02,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,780,15,1,6,14,0,none,47
2025-02-03,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,781,12,1,6,12,0,none,46
2025-02-04,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,796,14,1,5,15,0,none,45
2025-02-05,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,773,14,1,8,17,0,none,44
2025-02-06,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,783,16,1,9,14,0,none,43
2025-02-07,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,759,16,1,7,16,0,none,42
2025-02-08,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,786,15,1,6,10,0,none,41
2025-02-09,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,789,14,1,10,12,0,none,40
2025-02-10,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,765,14,1,9,22,0,none,39
2025-02-11,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,774,15,1,10,14,0,none,38
2025-02-12,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,773,13,1,9,13,0,none,37
2025-02-13,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,767,15,2,9,13,0,none,36
2025-02-14,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,784,13,2,10,19,1,distribution_start,35
2025-02-15,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,791,14,1,10,14,0,none,34
2025-02-16,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,768,17,1,12,13,0,none,33
2025-02-17,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,755,28,1,9,11,0,none,32
2025-02-18,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,764,30,1,8,11,0,none,31
2025-02-19,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,786,49,1,7,14,0,none,30
2025-02-20,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,763,57,1,6,11,0,none,29
2025-02-21,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,770,62,1,7,15,0,none,28
2025-02-22,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,788,70,1,5,16,0,none,27
2025-02-23,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,796,85,1,5,17,0,none,26
2025-02-24,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,791,87,1,6,14,0,none,25
2025-02-25,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,798,91,1,6,12,0,none,24
2025-02-26,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,802,93,1,5,11,0,none,23
2025-02-27,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,786,104,1,5,11,0,none,22
2025-02-28,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,786,95,1,5,13,0,none,21
2025-03-01,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,785,86,1,5,12,0,none,20
2025-03-02,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,817,99,1,5,10,0,none,19
2025-03-03,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,820,91,1,6,14,0,none,18
2025-03-04,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,808,90,1,4,12,0,none,17
2025-03-05,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,791,93,1,6,4,0,none,16
2025-03-06,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,790,85,1,6,4,0,none,15
2025-03-07,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,781,86,1,5,8,0,none,14
2025-03-08,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,779,107,0,6,12,0,none,13
2025-03-09,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,800,96,1,4,12,0,none,12
2025-03-10,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,795,109,1,5,15,0,none,11
2025-03-11,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,805,95,1,4,7,0,none,10
2025-03-12,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,794,95,0,6,15,0,none,9
2025-03-13,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,806,86,1,5,10,0,none,8
2025-03-14,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,816,107,1,4,8,0,none,7
2025-03-15,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,799,89,1,6,14,0,none,6
2025-03-16,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,806,82,1,6,9,0,none,5
2025-03-17,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,798,92,1,5,15,0,none,4
2025-03-18,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,805,89,1,6,5,0,none,3
2025-03-19,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,822,89,1,4,14,0,none,2
2025-03-20,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,821,103,1,4,15,0,none,1
2025-03-21,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,787,83,1,5,12,1,distribution_end,0
2025-03-22,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,793,95,1,5,14,0,none,-1
2025-03-23,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,785,86,1,6,13,0,none,-2
2025-03-24,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,778,84,1,4,16,0,none,-3
2025-03-25,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,786,91,1,6,12,0,none,-4
2025-03-26,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,796,98,1,5,11,0,none,-5
2025-03-27,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,773,99,1,6,8,0,none,-6
2025-03-28,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,770,99,1,6,13,0,none,-7
2025-03-29,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,774,102,1,6,10,0,none,-8
2025-03-30,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,756,107,1,4,11,0,none,-9
2025-03-31,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,784,97,1,4,13,0,none,-10
2025-04-01,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,765,106,0,4,4,0,none,-11
2025-04-02,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,762,81,1,4,7,0,none,-12
2025-04-03,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,766,96,1,5,13,0,none,-13
2025-04-04,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,752,91,1,4,15,0,none,-14
2025-04-05,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,765,97,1,5,14,0,none,-15
2025-04-06,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,782,87,0,5,7,0,none,-16
2025-04-07,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,765,86,1,4,12,0,none,-17
2025-04-08,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,771,83,1,4,4,0,none,-18
2025-04-09,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,773,97,1,4,12,0,none,-19
2025-04-10,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,754,87,1,5,15,0,none,-20
2025-04-11,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,751,88,1,5,4,0,none,-21
2025-04-12,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,771,88,1,5,13,0,none,-22
2025-04-13,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,756,97,1,4,9,0,none,-23
2025-04-14,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,755,107,1,5,5,0,none,-24
2025-04-15,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,756,97,0,4,15,0,none,-25
2025-04-16,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,734,106,1,5,6,0,none,-26
2025-04-17,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,743,88,1,5,14,0,none,-27
2025-04-18,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,737,102,1,4,7,0,none,-28
2025-04-19,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,728,86,1,6,7,0,none,-29
2025-04-20,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,754,89,1,4,8,0,none,-30
2025-04-21,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,747,91,1,5,14,0,none,-31
2025-04-22,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,752,105,1,5,6,0,none,-32
2025-04-23,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,749,84,1,5,9,0,none,-33
2025-04-24,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,740,91,1,5,9,0,none,-34
2025-04-25,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,752,93,1,5,5,0,none,-35
2025-04-26,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,754,92,0,4,7,0,none,-36
2025-04-27,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,780,103,1,4,15,0,none,-37
2025-04-28,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,758,87,1,5,14,0,none,-38
2025-04-29,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,756,83,1,6,13,0,none,-39
2025-04-30,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,767,89,1,6,5,0,none,-40
2025-05-01,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,766,100,1,4,5,0,none,-41
2025-05-02,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,749,87,1,4,6,0,none,-42
2025-05-03,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,769,99,1,5,5,0,none,-43
2025-05-04,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,757,92,1,5,12,0,none,-44
2025-05-05,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,770,96,1,5,9,0,none,-45
2025-05-06,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,751,99,1,4,14,0,none,-46
2025-05-07,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,743,94,1,5,5,0,none,-47
2025-05-08,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,762,87,1,5,15,0,none,-48
2025-05-09,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,749,105,1,6,11,0,none,-49
2025-05-10,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,737,104,1,6,6,0,none,-50
2025-05-11,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,736,87,1,6,13,0,none,-51
2025-05-12,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,723,95,1,5,4,0,none,-52
2025-05-13,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,726,102,1,5,13,0,none,-53
2025-05-14,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,736,93,0,5,15,0,none,-54
2025-05-15,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,734,106,1,5,10,0,none,-55
2025-05-16,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,728,101,1,4,14,0,none,-56
2025-05-17,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,741,92,1,5,11,0,none,-57
2025-05-18,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,714,80,1,5,5,0,none,-58
2025-05-19,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,724,96,1,4,10,0,none,-59
2025-05-20,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,742,88,1,4,12,0,none,-60
2025-05-21,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,756,96,1,4,6,0,none,-61
2025-05-22,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,745,91,1,6,6,0,none,-62
2025-05-23,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,775,97,0,5,6,0,none,-63
2025-05-24,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,754,97,1,5,10,0,none,-64
2025-05-25,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,754,92,1,5,7,0,none,-65
2025-05-26,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,775,81,1,5,5,0,none,-66
2025-05-27,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,743,104,1,4,7,0,none,-67
2025-05-28,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,752,82,1,5,13,0,none,-68
2025-05-29,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,747,87,1,5,11,0,none,-69
2025-05-30,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,762,87,1,4,5,0,none,-70
2025-05-31,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,747,98,1,6,14,0,none,-71
2025-06-01,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,752,82,1,4,8,0,none,-72
2025-06-02,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,739,96,1,4,5,0,none,-73
2025-06-03,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,765,80,0,4,5,0,none,-74
2025-06-04,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,747,107,1,5,10,0,none,-75
2025-06-05,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,768,81,1,5,14,0,none,-76
2025-06-06,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,760,103,1,5,11,0,none,-77
2025-06-07,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,767,99,1,4,5,0,none,-78
2025-06-08,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,764,94,1,5,12,0,none,-79
2025-06-09,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,765,84,0,4,9,0,none,-80
2025-06-10,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,754,81,1,4,11,0,none,-81
2025-06-11,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,746,88,1,4,10,0,none,-82
2025-06-12,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,746,93,1,4,8,0,none,-83
2025-06-13,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,755,80,1,4,9,0,none,-84
2025-06-14,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,740,106,1,5,13,0,none,-85
2025-06-15,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,777,95,1,4,4,0,none,-86
2025-06-16,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,760,87,1,4,8,0,none,-87
2025-06-17,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,750,88,1,6,14,0,none,-88
2025-06-18,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,764,98,1,6,9,0,none,-89
2025-06-19,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,755,89,1,4,6,0,none,-90
2025-06-20,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,767,94,1,5,14,0,none,-91
2025-06-21,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,769,96,1,4,7,0,none,-92
2025-06-22,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,742,83,1,4,9,0,none,-93
2025-06-23,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,742,82,1,5,14,0,none,-94
2025-06-24,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,771,91,1,6,11,0,none,-95
2025-06-25,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,764,86,1,4,15,0,none,-96
2025-06-26,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,746,101,1,4,7,0,none,-97
2025-06-27,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,756,91,1,6,13,0,none,-98
2025-06-28,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,737,99,1,4,5,0,none,-99
2025-06-29,item_008,ONE PIECE 書店特典カードH,ONE PIECE,bookstore_bonus,limited,744,99,1,5,14,0,none,-100
2025-01-01,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,509,18,1,5,12,0,none,84
2025-01-02,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,497,17,1,6,8,0,none,83
2025-01-03,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,507,16,1,5,12,0,none,82
2025-01-04,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,512,16,1,5,13,0,none,81
2025-01-05,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,499,17,1,4,9,0,none,80
2025-01-06,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,491,16,1,5,12,0,none,79
2025-01-07,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,498,17,0,5,14,0,none,78
2025-01-08,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,489,19,1,4,13,0,none,77
2025-01-09,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,494,18,1,4,13,0,none,76
2025-01-10,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,501,16,1,4,7,0,none,75
2025-01-11,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,490,18,1,4,12,0,none,74
2025-01-12,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,493,19,0,6,6,0,none,73
2025-01-13,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,489,19,1,5,8,0,none,72
2025-01-14,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,489,16,1,5,11,0,none,71
2025-01-15,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,489,17,1,4,14,0,none,70
2025-01-16,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,496,16,1,5,11,0,none,69
2025-01-17,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,497,15,1,6,9,0,none,68
2025-01-18,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,500,20,1,5,8,0,none,67
2025-01-19,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,489,19,1,7,8,0,none,66
2025-01-20,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,492,17,1,6,11,0,none,65
2025-01-21,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,490,19,1,6,11,0,none,64
2025-01-22,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,485,18,1,5,14,0,none,63
2025-01-23,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,483,17,1,7,13,0,none,62
2025-01-24,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,498,19,1,7,14,0,none,61
2025-01-25,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,485,16,1,11,19,0,none,60
2025-01-26,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,479,16,1,9,17,0,none,59
2025-01-27,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,489,15,1,11,16,0,none,58
2025-01-28,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,486,15,1,14,23,0,none,57
2025-01-29,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,479,16,1,9,20,1,announcement,56
2025-01-30,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,491,16,1,9,20,0,none,55
2025-01-31,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,491,18,1,11,17,0,none,54
2025-02-01,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,484,15,1,11,13,0,none,53
2025-02-02,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,494,17,1,13,16,0,none,52
2025-02-03,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,492,16,1,12,14,0,none,51
2025-02-04,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,497,20,1,11,18,0,none,50
2025-02-05,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,478,15,1,10,11,0,none,49
2025-02-06,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,475,15,1,12,14,0,none,48
2025-02-07,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,491,20,1,8,21,0,none,47
2025-02-08,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,482,15,2,11,16,0,none,46
2025-02-09,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,491,16,1,12,18,0,none,45
2025-02-10,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,500,17,1,8,21,1,distribution_start,44
2025-02-11,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,487,17,1,9,15,0,none,43
2025-02-12,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,488,26,1,8,18,0,none,42
2025-02-13,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,479,33,1,9,17,0,none,41
2025-02-14,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,495,41,1,7,10,0,none,40
2025-02-15,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,487,54,1,9,14,0,none,39
2025-02-16,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,489,70,1,7,13,0,none,38
2025-02-17,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,482,74,1,5,15,0,none,37
2025-02-18,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,492,85,1,8,14,0,none,36
2025-02-19,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,477,104,1,7,12,0,none,35
2025-02-20,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,478,120,1,7,11,0,none,34
2025-02-21,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,483,120,1,4,16,0,none,33
2025-02-22,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,477,118,0,4,9,0,none,32
2025-02-23,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,487,124,1,4,7,0,none,31
2025-02-24,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,500,120,1,4,6,0,none,30
2025-02-25,item_009,推しの子 書店特典カードI,推しの子,bookstore_bonus,limited,494,102,1,6,6,0,none,29
